t_mono,wall_ts,model,phase,gpu_w,gpu_temp_c,cpu_temp_c,cpu_pct,reasoning_mode
15077.739,,qwen3.5:4b,run3_p1,120.32,65.0,,,on
15078.266,,qwen3.5:4b,run3_p1,106.65,63.0,,,on
15078.790,,qwen3.5:4b,run3_p1,113.06,64.0,,,on
15079.316,,qwen3.5:4b,run3_p1,126.67,65.0,,,on
15079.840,,qwen3.5:4b,run3_p1,127.61,66.0,,,on
15080.365,,qwen3.5:4b,run3_p1,127.52,66.0,,,on
15080.890,,qwen3.5:4b,run3_p1,127.37,65.0,,,on
15081.414,,qwen3.5:4b,run3_p1,127.94,65.0,,,on
15081.992,,qwen3.5:4b,run3_p1,127.58,65.0,,,on
15082.517,,qwen3.5:4b,run3_p1,127.38,65.0,,,on
15083.041,,qwen3.5:4b,run3_p1,127.87,65.0,,,on
15083.569,,qwen3.5:4b,run3_p1,127.88,65.0,,,on
15084.093,,qwen3.5:4b,run3_p1,127.31,65.0,,,on
15084.618,,qwen3.5:4b,run3_p1,126.70,65.0,,,on
15085.144,,qwen3.5:4b,run3_p1,127.68,65.0,,,on
15085.669,,qwen3.5:4b,run3_p1,127.97,65.0,,,on
15086.195,,qwen3.5:4b,run3_p1,127.91,66.0,,,on
15086.719,,qwen3.5:4b,run3_p1,128.26,66.0,,,on
15087.245,,qwen3.5:4b,run3_p1,127.96,65.0,,,on
15087.779,,qwen3.5:4b,run3_p1,127.41,65.0,,,on
15088.305,,qwen3.5:4b,run3_p1,127.31,65.0,,,on
15088.833,,qwen3.5:4b,run3_p1,127.78,64.0,,,on
15089.356,,qwen3.5:4b,run3_p1,128.07,65.0,,,on
15089.882,,qwen3.5:4b,run3_p1,127.63,65.0,,,on
15090.404,,qwen3.5:4b,run3_p1,127.11,65.0,,,on
15090.928,,qwen3.5:4b,run3_p1,127.26,65.0,,,on
15091.455,,qwen3.5:4b,run3_p1,127.91,65.0,,,on
15091.977,,qwen3.5:4b,run3_p1,127.76,66.0,,,on
15092.501,,qwen3.5:4b,run3_p1,127.63,65.0,,,on
15093.030,,qwen3.5:4b,run3_p1,128.29,65.0,,,on
15093.555,,qwen3.5:4b,run3_p1,127.93,65.0,,,on
15094.083,,qwen3.5:4b,run3_p1,127.50,65.0,,,on
15094.606,,qwen3.5:4b,run3_p1,128.01,65.0,,,on
15095.129,,qwen3.5:4b,run3_p1,128.22,65.0,,,on
15095.652,,qwen3.5:4b,run3_p1,128.17,65.0,,,on
15096.193,,qwen3.5:4b,run3_p2,113.95,66.0,,,on
15096.717,,qwen3.5:4b,run3_p2,96.46,63.0,,,on
15097.241,,qwen3.5:4b,run3_p2,110.47,65.0,,,on
15097.765,,qwen3.5:4b,run3_p2,127.47,65.0,,,on
15098.289,,qwen3.5:4b,run3_p2,127.97,65.0,,,on
15098.813,,qwen3.5:4b,run3_p2,127.18,65.0,,,on
15099.335,,qwen3.5:4b,run3_p2,126.74,65.0,,,on
15099.866,,qwen3.5:4b,run3_p2,126.65,65.0,,,on
15100.388,,qwen3.5:4b,run3_p2,126.18,65.0,,,on
15100.912,,qwen3.5:4b,run3_p2,126.08,65.0,,,on
15101.509,,qwen3.5:4b,run3_p3,100.06,65.0,,,on
15102.035,,qwen3.5:4b,run3_p3,88.20,53.0,,,on
15102.562,,qwen3.5:4b,run3_p3,114.33,65.0,,,on
15103.087,,qwen3.5:4b,run3_p3,126.76,65.0,,,on
15103.611,,qwen3.5:4b,run3_p3,127.02,65.0,,,on
15104.146,,qwen3.5:4b,run3_p3,127.36,65.0,,,on
15104.668,,qwen3.5:4b,run3_p3,126.49,65.0,,,on
15105.190,,qwen3.5:4b,run3_p3,125.98,65.0,,,on
15105.714,,qwen3.5:4b,run3_p3,126.99,65.0,,,on
15106.238,,qwen3.5:4b,run3_p3,126.96,65.0,,,on
15106.761,,qwen3.5:4b,run3_p3,126.31,65.0,,,on
15107.288,,qwen3.5:4b,run3_p3,126.13,65.0,,,on
15107.813,,qwen3.5:4b,run3_p3,126.06,65.0,,,on
15108.337,,qwen3.5:4b,run3_p3,125.65,65.0,,,on
15108.861,,qwen3.5:4b,run3_p3,126.08,65.0,,,on
15109.387,,qwen3.5:4b,run3_p3,126.74,64.0,,,on
15109.911,,qwen3.5:4b,run3_p3,126.45,65.0,,,on
15110.434,,qwen3.5:4b,run3_p3,126.38,64.0,,,on
15110.956,,qwen3.5:4b,run3_p3,126.23,64.0,,,on
15111.479,,qwen3.5:4b,run3_p3,126.35,65.0,,,on
15112.008,,qwen3.5:4b,run3_p3,126.96,65.0,,,on
15112.536,,qwen3.5:4b,run3_p3,126.88,65.0,,,on
15113.059,,qwen3.5:4b,run3_p3,126.22,64.0,,,on
15113.584,,qwen3.5:4b,run3_p4,125.41,65.0,,,on
15114.109,,qwen3.5:4b,run3_p4,113.46,61.0,,,on
15114.633,,qwen3.5:4b,run3_p4,113.71,65.0,,,on
15115.159,,qwen3.5:4b,run3_p4,126.32,65.0,,,on
15115.683,,qwen3.5:4b,run3_p4,127.06,65.0,,,on
15116.209,,qwen3.5:4b,run3_p4,127.33,65.0,,,on
15116.734,,qwen3.5:4b,run3_p4,127.71,65.0,,,on
15117.258,,qwen3.5:4b,run3_p4,127.92,65.0,,,on
15117.782,,qwen3.5:4b,run3_p4,127.44,65.0,,,on
15118.307,,qwen3.5:4b,run3_p4,127.26,65.0,,,on
15118.831,,qwen3.5:4b,run3_p5,88.11,54.0,,,on
15119.357,,qwen3.5:4b,run3_p5,68.55,63.0,,,on
15119.884,,qwen3.5:4b,run3_p5,104.62,64.0,,,on
15120.411,,qwen3.5:4b,run3_p5,126.71,65.0,,,on
15120.934,,qwen3.5:4b,run3_p5,126.83,64.0,,,on
15121.458,,qwen3.5:4b,run3_p5,127.46,64.0,,,on
15121.980,,qwen3.5:4b,run3_p5,128.16,65.0,,,on
15122.503,,qwen3.5:4b,run3_p5,127.76,65.0,,,on
15123.027,,qwen3.5:4b,run3_p5,126.38,65.0,,,on
15123.550,,qwen3.5:4b,run3_p5,126.15,65.0,,,on
15124.073,,qwen3.5:4b,run3_p5,126.46,65.0,,,on
15124.595,,qwen3.5:4b,run3_p5,127.07,65.0,,,on
15125.119,,qwen3.5:4b,run3_p5,126.51,65.0,,,on
15125.644,,qwen3.5:4b,run3_p5,126.67,65.0,,,on
15126.168,,qwen3.5:4b,run3_p5,127.02,65.0,,,on
15126.694,,qwen3.5:4b,run3_p5,126.31,65.0,,,on
15127.216,,qwen3.5:4b,run3_p5,126.18,65.0,,,on
15127.747,,qwen3.5:4b,run3_p5,126.57,65.0,,,on
15128.270,,qwen3.5:4b,run3_p5,126.71,65.0,,,on
15128.794,,qwen3.5:4b,run3_p5,126.85,65.0,,,on
15129.317,,qwen3.5:4b,run3_p5,126.99,65.0,,,on
15129.839,,qwen3.5:4b,run3_p5,126.51,65.0,,,on
15130.361,,qwen3.5:4b,run3_p5,126.59,65.0,,,on
15130.887,,qwen3.5:4b,run3_p5,126.54,65.0,,,on
15131.411,,qwen3.5:4b,run3_p5,126.76,65.0,,,on
15131.934,,qwen3.5:4b,run3_p5,126.45,64.0,,,on
15132.457,,qwen3.5:4b,run3_p5,126.48,65.0,,,on
15132.981,,qwen3.5:4b,run3_p5,126.63,65.0,,,on
15133.509,,qwen3.5:4b,run3_p5,126.99,65.0,,,on
15134.032,,qwen3.5:4b,run3_p5,126.62,65.0,,,on
15134.556,,qwen3.5:4b,run3_p5,126.42,65.0,,,on
15135.078,,qwen3.5:4b,run3_p5,126.42,65.0,,,on
15135.600,,qwen3.5:4b,run3_p5,126.13,65.0,,,on
15136.123,,qwen3.5:4b,run3_p5,127.43,65.0,,,on
15136.649,,qwen3.5:4b,run3_p5,127.22,65.0,,,on
15137.171,,qwen3.5:4b,run3_p5,126.23,65.0,,,on
15137.695,,qwen3.5:4b,run3_p5,126.53,65.0,,,on
15138.219,,qwen3.5:4b,run3_p5,127.12,65.0,,,on
15138.743,,qwen3.5:4b,run3_p5,126.58,65.0,,,on
15139.268,,qwen3.5:4b,run3_p5,126.76,65.0,,,on
15139.791,,qwen3.5:4b,run3_p5,127.43,65.0,,,on
15140.314,,qwen3.5:4b,run3_p5,126.57,65.0,,,on
15140.836,,qwen3.5:4b,run3_p5,126.61,65.0,,,on
15141.358,,qwen3.5:4b,run3_p5,126.46,65.0,,,on
15141.880,,qwen3.5:4b,run3_p5,125.85,65.0,,,on
15142.404,,qwen3.5:4b,run3_p5,126.63,65.0,,,on
15142.926,,qwen3.5:4b,run3_p5,126.96,65.0,,,on
15143.451,,qwen3.5:4b,run3_p5,126.09,65.0,,,on
15143.975,,qwen3.5:4b,run3_p5,126.00,65.0,,,on
15144.498,,qwen3.5:4b,run3_p5,126.26,65.0,,,on
15145.021,,qwen3.5:4b,run3_p5,126.74,65.0,,,on
15145.544,,qwen3.5:4b,run3_p5,126.72,65.0,,,on
15146.097,,qwen3.5:4b,run3_p5,126.60,65.0,,,on
15146.628,,qwen3.5:4b,run3_p5,126.02,65.0,,,on
15147.161,,qwen3.5:4b,run3_p5,126.26,65.0,,,on
15147.683,,qwen3.5:4b,run3_p5,127.31,65.0,,,on
15148.205,,qwen3.5:4b,run3_p5,127.33,66.0,,,on
15148.730,,qwen3.5:4b,run3_p5,127.50,65.0,,,on
15149.258,,qwen3.5:4b,run3_p5,127.46,65.0,,,on
15149.779,,qwen3.5:4b,run3_p5,126.93,65.0,,,on
15150.303,,qwen3.5:4b,run3_p5,126.16,65.0,,,on
15150.826,,qwen3.5:4b,run3_p5,126.07,65.0,,,on
15151.353,,qwen3.5:4b,run3_p6,125.24,65.0,,,on
15151.887,,qwen3.5:4b,run3_p6,112.61,58.0,,,on
15152.412,,qwen3.5:4b,run3_p6,113.27,65.0,,,on
15152.940,,qwen3.5:4b,run3_p6,127.13,65.0,,,on
15153.464,,qwen3.5:4b,run3_p6,127.17,65.0,,,on
15153.989,,qwen3.5:4b,run3_p6,127.55,65.0,,,on
15154.520,,qwen3.5:4b,run3_p6,127.42,65.0,,,on
15155.044,,qwen3.5:4b,run3_p6,127.27,65.0,,,on
15155.571,,qwen3.5:4b,run3_p6,126.66,65.0,,,on
15156.100,,qwen3.5:4b,run3_p6,126.55,65.0,,,on
15156.624,,qwen3.5:4b,run3_p6,126.49,65.0,,,on
15157.150,,qwen3.5:4b,run3_p6,126.61,65.0,,,on
15157.674,,qwen3.5:4b,run3_p6,126.93,66.0,,,on
15158.199,,qwen3.5:4b,run3_p6,127.07,65.0,,,on
15158.724,,qwen3.5:4b,run3_p6,127.12,65.0,,,on
15159.250,,qwen3.5:4b,run3_p6,126.65,65.0,,,on
15159.779,,qwen3.5:4b,run3_p6,127.40,65.0,,,on
15160.302,,qwen3.5:4b,run3_p6,127.70,65.0,,,on
15160.825,,qwen3.5:4b,run3_p6,127.05,65.0,,,on
15161.348,,qwen3.5:4b,run3_p6,127.57,65.0,,,on
15161.872,,qwen3.5:4b,run3_p6,127.57,66.0,,,on
15162.403,,qwen3.5:4b,run3_p6,127.55,65.0,,,on
15162.926,,qwen3.5:4b,run3_p6,126.89,65.0,,,on
15163.451,,qwen3.5:4b,run3_p6,126.51,64.0,,,on
15163.977,,qwen3.5:4b,run3_p6,127.31,64.0,,,on
15164.501,,qwen3.5:4b,run3_p6,127.60,65.0,,,on
15165.024,,qwen3.5:4b,run3_p6,127.42,65.0,,,on
15165.547,,qwen3.5:4b,run3_p6,127.28,65.0,,,on
15166.076,,qwen3.5:4b,run3_p6,127.42,65.0,,,on
15166.601,,qwen3.5:4b,run3_p6,127.15,65.0,,,on
15167.124,,qwen3.5:4b,run3_p6,127.13,65.0,,,on
15167.649,,qwen3.5:4b,run3_p6,127.10,65.0,,,on
15168.176,,qwen3.5:4b,run3_p6,127.47,65.0,,,on
15168.704,,qwen3.5:4b,run3_p6,127.37,65.0,,,on
15169.228,,qwen3.5:4b,run3_p6,127.40,66.0,,,on
15169.753,,qwen3.5:4b,run3_p6,127.61,65.0,,,on
15170.277,,qwen3.5:4b,run3_p6,127.46,65.0,,,on
15170.805,,qwen3.5:4b,run3_p6,127.96,65.0,,,on
15171.328,,qwen3.5:4b,run3_p6,127.20,65.0,,,on
15171.857,,qwen3.5:4b,run3_p6,127.30,65.0,,,on
15172.382,,qwen3.5:4b,run3_p6,127.42,65.0,,,on
15172.922,,qwen3.5:4b,run3_p6,127.19,65.0,,,on
15173.444,,qwen3.5:4b,run3_p6,127.56,65.0,,,on
15173.969,,qwen3.5:4b,run3_p6,127.63,65.0,,,on
15174.494,,qwen3.5:4b,run3_p6,127.56,66.0,,,on
15175.024,,qwen3.5:4b,run3_p6,127.74,65.0,,,on
15175.549,,qwen3.5:4b,run3_p6,127.85,65.0,,,on
15176.073,,qwen3.5:4b,run3_p6,126.64,65.0,,,on
15176.597,,qwen3.5:4b,run3_p6,125.93,65.0,,,on
15177.124,,qwen3.5:4b,run3_p6,126.87,65.0,,,on
15177.646,,qwen3.5:4b,run3_p6,128.48,65.0,,,on
15178.171,,qwen3.5:4b,run3_p6,127.87,66.0,,,on
15178.695,,qwen3.5:4b,run3_p6,127.18,65.0,,,on
15179.222,,qwen3.5:4b,run3_p6,126.83,65.0,,,on
15179.746,,qwen3.5:4b,run3_p6,127.11,65.0,,,on
15180.271,,qwen3.5:4b,run3_p6,127.98,66.0,,,on
15180.796,,qwen3.5:4b,run3_p6,128.02,65.0,,,on
15181.319,,qwen3.5:4b,run3_p6,127.94,66.0,,,on
15181.849,,qwen3.5:4b,run3_p6,128.16,65.0,,,on
15182.376,,qwen3.5:4b,run3_p6,128.68,65.0,,,on
15182.913,,qwen3.5:4b,run3_p7,105.09,62.0,,,on
15183.439,,qwen3.5:4b,run3_p7,93.41,61.0,,,on
15183.962,,qwen3.5:4b,run3_p7,113.92,65.0,,,on
15184.485,,qwen3.5:4b,run3_p7,127.34,65.0,,,on
15185.012,,qwen3.5:4b,run3_p7,127.15,65.0,,,on
15185.541,,qwen3.5:4b,run3_p7,127.25,65.0,,,on
15186.065,,qwen3.5:4b,run3_p7,127.40,65.0,,,on
15186.588,,qwen3.5:4b,run3_p7,127.89,65.0,,,on
15187.113,,qwen3.5:4b,run3_p7,127.31,65.0,,,on
15187.638,,qwen3.5:4b,run3_p7,126.71,65.0,,,on
15188.163,,qwen3.5:4b,run3_p7,127.85,65.0,,,on
15188.692,,qwen3.5:4b,run3_p7,128.10,65.0,,,on
15189.215,,qwen3.5:4b,run3_p7,127.17,65.0,,,on
15189.738,,qwen3.5:4b,run3_p7,126.89,65.0,,,on
15190.264,,qwen3.5:4b,run3_p7,127.33,65.0,,,on
15190.789,,qwen3.5:4b,run3_p7,127.63,65.0,,,on
15191.319,,qwen3.5:4b,run3_p7,128.23,65.0,,,on
15191.843,,qwen3.5:4b,run3_p7,128.17,65.0,,,on
15192.365,,qwen3.5:4b,run3_p7,127.62,66.0,,,on
15192.890,,qwen3.5:4b,run3_p7,127.57,65.0,,,on
15193.413,,qwen3.5:4b,run3_p7,126.88,65.0,,,on
15193.938,,qwen3.5:4b,run3_p7,127.53,66.0,,,on
15194.464,,qwen3.5:4b,run3_p7,127.60,65.0,,,on
15194.989,,qwen3.5:4b,run3_p7,127.54,65.0,,,on
15195.513,,qwen3.5:4b,run3_p7,127.71,65.0,,,on
15196.037,,qwen3.5:4b,run3_p7,127.61,65.0,,,on
15196.559,,qwen3.5:4b,run3_p7,127.98,65.0,,,on
15197.087,,qwen3.5:4b,run3_p7,128.32,65.0,,,on
15197.611,,qwen3.5:4b,run3_p7,128.16,65.0,,,on
15198.136,,qwen3.5:4b,run3_p7,127.92,66.0,,,on
15198.660,,qwen3.5:4b,run3_p7,127.43,65.0,,,on
15199.183,,qwen3.5:4b,run3_p7,127.41,66.0,,,on
15199.710,,qwen3.5:4b,run3_p7,128.05,65.0,,,on
15200.246,,qwen3.5:4b,run3_p7,127.78,65.0,,,on
15200.771,,qwen3.5:4b,run3_p7,126.85,65.0,,,on
15201.296,,qwen3.5:4b,run3_p7,126.58,65.0,,,on
15201.820,,qwen3.5:4b,run3_p7,126.90,65.0,,,on
15202.343,,qwen3.5:4b,run3_p7,126.75,65.0,,,on
15202.865,,qwen3.5:4b,run3_p7,127.30,65.0,,,on
15203.397,,qwen3.5:4b,run3_p7,128.34,65.0,,,on
15203.920,,qwen3.5:4b,run3_p7,128.27,65.0,,,on
15204.446,,qwen3.5:4b,run3_p7,127.74,65.0,,,on
15204.971,,qwen3.5:4b,run3_p7,127.73,65.0,,,on
15205.495,,qwen3.5:4b,run3_p7,128.08,65.0,,,on
15206.021,,qwen3.5:4b,run3_p7,128.19,65.0,,,on
15206.547,,qwen3.5:4b,run3_p7,128.39,65.0,,,on
15207.071,,qwen3.5:4b,run3_p7,128.59,65.0,,,on
15207.595,,qwen3.5:4b,run3_p7,128.43,65.0,,,on
15208.120,,qwen3.5:4b,run3_p7,127.91,66.0,,,on
15208.661,,qwen3.5:4b,run3_p7,128.08,65.0,,,on
15209.185,,qwen3.5:4b,run3_p7,128.79,65.0,,,on
15209.708,,qwen3.5:4b,run3_p7,128.54,65.0,,,on
15210.232,,qwen3.5:4b,run3_p7,127.57,65.0,,,on
15210.756,,qwen3.5:4b,run3_p7,127.53,65.0,,,on
15211.281,,qwen3.5:4b,run3_p7,127.67,66.0,,,on
15211.810,,qwen3.5:4b,run3_p7,128.53,65.0,,,on
15212.336,,qwen3.5:4b,run3_p7,128.29,65.0,,,on
15212.862,,qwen3.5:4b,run3_p7,127.99,65.0,,,on
15213.385,,qwen3.5:4b,run3_p7,128.18,65.0,,,on
15213.914,,qwen3.5:4b,run3_p7,127.66,65.0,,,on
15214.441,,qwen3.5:4b,run3_p7,127.99,65.0,,,on
15214.965,,qwen3.5:4b,run3_p7,128.56,65.0,,,on
15215.489,,qwen3.5:4b,run3_p7,128.48,65.0,,,on
15216.012,,qwen3.5:4b,run3_p7,127.96,65.0,,,on
15216.538,,qwen3.5:4b,run3_p7,127.59,65.0,,,on
15217.064,,qwen3.5:4b,run3_p7,128.33,66.0,,,on
15217.592,,qwen3.5:4b,run3_p7,128.60,64.0,,,on
15218.116,,qwen3.5:4b,run3_p7,127.86,65.0,,,on
15218.650,,qwen3.5:4b,run3_p7,127.43,65.0,,,on
15219.174,,qwen3.5:4b,run3_p7,127.53,65.0,,,on
15219.699,,qwen3.5:4b,run3_p7,127.96,65.0,,,on
15220.221,,qwen3.5:4b,run3_p7,128.26,65.0,,,on
15220.746,,qwen3.5:4b,run3_p7,128.37,65.0,,,on
15221.315,,qwen3.5:4b,run3_p8,126.48,65.0,,,on
15221.840,,qwen3.5:4b,run3_p8,112.13,64.0,,,on
15222.364,,qwen3.5:4b,run3_p8,112.88,65.0,,,on
15222.896,,qwen3.5:4b,run3_p8,127.10,65.0,,,on
15223.423,,qwen3.5:4b,run3_p8,127.41,66.0,,,on
15223.949,,qwen3.5:4b,run3_p8,127.45,65.0,,,on
15224.473,,qwen3.5:4b,run3_p8,127.37,65.0,,,on
15224.996,,qwen3.5:4b,run3_p8,127.23,65.0,,,on
15225.521,,qwen3.5:4b,run3_p8,127.46,63.0,,,on
15226.047,,qwen3.5:4b,run3_p8,127.73,65.0,,,on
15226.573,,qwen3.5:4b,run3_p8,127.63,65.0,,,on
15227.097,,qwen3.5:4b,run3_p8,127.76,65.0,,,on
15227.620,,qwen3.5:4b,run3_p8,127.81,65.0,,,on
15228.145,,qwen3.5:4b,run3_p8,128.13,65.0,,,on
15228.668,,qwen3.5:4b,run3_p8,128.11,65.0,,,on
15229.191,,qwen3.5:4b,run3_p8,126.93,65.0,,,on
15229.716,,qwen3.5:4b,run3_p8,126.18,66.0,,,on
15230.241,,qwen3.5:4b,run3_p8,127.04,65.0,,,on
15230.765,,qwen3.5:4b,run3_p8,127.36,65.0,,,on
15231.322,,qwen3.5:4b,run3_p8,127.60,65.0,,,on
15231.847,,qwen3.5:4b,run3_p8,127.88,65.0,,,on
15232.370,,qwen3.5:4b,run3_p8,127.31,65.0,,,on
15232.894,,qwen3.5:4b,run3_p8,127.11,65.0,,,on
15233.418,,qwen3.5:4b,run3_p8,127.64,65.0,,,on
15233.944,,qwen3.5:4b,run3_p8,127.59,65.0,,,on
15234.475,,qwen3.5:4b,run3_p8,126.60,65.0,,,on
15235.000,,qwen3.5:4b,run3_p8,127.10,65.0,,,on
15235.524,,qwen3.5:4b,run3_p8,127.67,65.0,,,on
15236.080,,qwen3.5:4b,run3_p9,127.64,65.0,,,on
15236.606,,qwen3.5:4b,run3_p9,110.29,63.0,,,on
15237.130,,qwen3.5:4b,run3_p9,110.01,65.0,,,on
15237.654,,qwen3.5:4b,run3_p9,127.29,65.0,,,on
15238.178,,qwen3.5:4b,run3_p9,127.92,64.0,,,on
15238.702,,qwen3.5:4b,run3_p9,127.41,65.0,,,on
15239.229,,qwen3.5:4b,run3_p9,127.54,65.0,,,on
15239.751,,qwen3.5:4b,run3_p9,127.94,65.0,,,on
15240.274,,qwen3.5:4b,run3_p9,127.75,65.0,,,on
15240.796,,qwen3.5:4b,run3_p9,128.44,65.0,,,on
15241.319,,qwen3.5:4b,run3_p9,128.51,65.0,,,on
15241.844,,qwen3.5:4b,run3_p9,128.54,65.0,,,on
15242.368,,qwen3.5:4b,run3_p9,128.16,65.0,,,on
15242.891,,qwen3.5:4b,run3_p9,128.09,65.0,,,on
15243.414,,qwen3.5:4b,run3_p9,128.77,65.0,,,on
15243.938,,qwen3.5:4b,run3_p9,127.59,65.0,,,on
15244.460,,qwen3.5:4b,run3_p9,127.45,66.0,,,on
15244.983,,qwen3.5:4b,run3_p9,128.38,66.0,,,on
15245.505,,qwen3.5:4b,run3_p9,128.11,65.0,,,on
15246.028,,qwen3.5:4b,run3_p9,127.44,65.0,,,on
15246.552,,qwen3.5:4b,run3_p9,127.84,65.0,,,on
15247.075,,qwen3.5:4b,run3_p9,128.21,65.0,,,on
15247.598,,qwen3.5:4b,run3_p9,127.93,66.0,,,on
15248.120,,qwen3.5:4b,run3_p9,127.76,64.0,,,on
15248.646,,qwen3.5:4b,run3_p9,127.84,65.0,,,on
15249.168,,qwen3.5:4b,run3_p9,127.86,65.0,,,on
15249.691,,qwen3.5:4b,run3_p9,128.14,66.0,,,on
15250.213,,qwen3.5:4b,run3_p9,128.13,65.0,,,on
15250.737,,qwen3.5:4b,run3_p9,128.52,65.0,,,on
15251.262,,qwen3.5:4b,run3_p9,128.38,66.0,,,on
15251.784,,qwen3.5:4b,run3_p9,128.11,65.0,,,on
15252.307,,qwen3.5:4b,run3_p9,128.71,65.0,,,on
15252.828,,qwen3.5:4b,run3_p9,127.92,65.0,,,on
15253.356,,qwen3.5:4b,run3_p9,127.35,65.0,,,on
15253.879,,qwen3.5:4b,run3_p9,128.12,66.0,,,on
15254.402,,qwen3.5:4b,run3_p9,127.81,66.0,,,on
15254.923,,qwen3.5:4b,run3_p9,128.09,65.0,,,on
15255.446,,qwen3.5:4b,run3_p9,128.50,66.0,,,on
15255.970,,qwen3.5:4b,run3_p9,128.45,66.0,,,on
15256.495,,qwen3.5:4b,run3_p9,128.43,65.0,,,on
15257.017,,qwen3.5:4b,run3_p9,128.15,66.0,,,on
15257.539,,qwen3.5:4b,run3_p9,128.71,65.0,,,on
15258.062,,qwen3.5:4b,run3_p9,128.59,66.0,,,on
15258.585,,qwen3.5:4b,run3_p9,129.02,66.0,,,on
15259.109,,qwen3.5:4b,run3_p9,128.40,66.0,,,on
15259.631,,qwen3.5:4b,run3_p9,128.53,66.0,,,on
15260.154,,qwen3.5:4b,run3_p9,128.60,65.0,,,on
15260.678,,qwen3.5:4b,run3_p9,127.85,66.0,,,on
15261.200,,qwen3.5:4b,run3_p9,127.44,65.0,,,on
15261.722,,qwen3.5:4b,run3_p9,127.81,65.0,,,on
15262.245,,qwen3.5:4b,run3_p9,128.69,65.0,,,on
15262.769,,qwen3.5:4b,run3_p9,128.73,65.0,,,on
15263.291,,qwen3.5:4b,run3_p9,128.96,66.0,,,on
15263.821,,qwen3.5:4b,run3_p9,128.69,66.0,,,on
15264.346,,qwen3.5:4b,run3_p9,128.10,66.0,,,on
15264.869,,qwen3.5:4b,run3_p9,128.49,65.0,,,on
15265.396,,qwen3.5:4b,run3_p9,128.68,65.0,,,on
15265.921,,qwen3.5:4b,run3_p9,128.72,64.0,,,on
15266.448,,qwen3.5:4b,run3_p9,128.22,65.0,,,on
15266.970,,qwen3.5:4b,run3_p9,128.00,66.0,,,on
15267.492,,qwen3.5:4b,run3_p9,128.58,66.0,,,on
15268.069,,qwen3.5:4b,run3_p9,127.84,64.0,,,on
15268.592,,qwen3.5:4b,run3_p9,127.74,65.0,,,on
15269.117,,qwen3.5:4b,run3_p9,127.69,64.0,,,on
15269.639,,qwen3.5:4b,run3_p9,127.38,66.0,,,on
15270.164,,qwen3.5:4b,run3_p9,127.89,65.0,,,on
15270.688,,qwen3.5:4b,run3_p9,127.11,63.0,,,on
15271.211,,qwen3.5:4b,run3_p9,127.32,65.0,,,on
15271.747,,qwen3.5:4b,run3_p9,128.17,65.0,,,on
15272.269,,qwen3.5:4b,run3_p9,128.01,65.0,,,on
15272.797,,qwen3.5:4b,run3_p9,127.86,65.0,,,on
15273.319,,qwen3.5:4b,run3_p9,127.66,65.0,,,on
15273.843,,qwen3.5:4b,run3_p9,127.10,65.0,,,on
15274.367,,qwen3.5:4b,run3_p9,127.70,65.0,,,on
15274.893,,qwen3.5:4b,run3_p9,128.07,65.0,,,on
15275.421,,qwen3.5:4b,run3_p9,127.49,65.0,,,on
15275.944,,qwen3.5:4b,run3_p9,127.56,64.0,,,on
15276.467,,qwen3.5:4b,run3_p9,127.69,65.0,,,on
15276.989,,qwen3.5:4b,run3_p9,127.80,65.0,,,on
15277.520,,qwen3.5:4b,run3_p9,128.01,66.0,,,on
15278.044,,qwen3.5:4b,run3_p9,128.19,66.0,,,on
15278.569,,qwen3.5:4b,run3_p9,128.15,66.0,,,on
15279.095,,qwen3.5:4b,run3_p9,127.79,66.0,,,on
15279.622,,qwen3.5:4b,run3_p9,127.91,66.0,,,on
15280.151,,qwen3.5:4b,run3_p9,127.85,66.0,,,on
15280.675,,qwen3.5:4b,run3_p9,126.99,65.0,,,on
15281.201,,qwen3.5:4b,run3_p9,127.25,65.0,,,on
15281.726,,qwen3.5:4b,run3_p9,128.15,65.0,,,on
15282.255,,qwen3.5:4b,run3_p9,127.56,65.0,,,on
15282.780,,qwen3.5:4b,run3_p9,127.71,65.0,,,on
15283.303,,qwen3.5:4b,run3_p9,128.57,66.0,,,on
15283.836,,qwen3.5:4b,run3_p9,128.70,65.0,,,on
15284.360,,qwen3.5:4b,run3_p9,128.29,65.0,,,on
15284.884,,qwen3.5:4b,run3_p9,128.52,65.0,,,on
15285.408,,qwen3.5:4b,run3_p9,127.85,65.0,,,on
15285.933,,qwen3.5:4b,run3_p9,127.51,65.0,,,on
15286.457,,qwen3.5:4b,run3_p9,126.67,65.0,,,on
15286.984,,qwen3.5:4b,run3_p9,127.03,65.0,,,on
15287.540,,qwen3.5:4b,run3_p9,128.12,65.0,,,on
15288.067,,qwen3.5:4b,run3_p9,127.51,65.0,,,on
15288.596,,qwen3.5:4b,run3_p9,127.94,65.0,,,on
15289.123,,qwen3.5:4b,run3_p9,128.59,65.0,,,on
15289.645,,qwen3.5:4b,run3_p9,128.54,65.0,,,on
15290.172,,qwen3.5:4b,run3_p9,128.29,65.0,,,on
15290.699,,qwen3.5:4b,run3_p9,128.01,65.0,,,on
15291.227,,qwen3.5:4b,run3_p9,127.91,65.0,,,on
15291.752,,qwen3.5:4b,run3_p9,128.16,65.0,,,on
15292.283,,qwen3.5:4b,run3_p9,128.64,65.0,,,on
15292.806,,qwen3.5:4b,run3_p9,128.65,65.0,,,on
